--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
475,Alberto Risco,es ESP,MF,Getafe,17,2005,4,1,137,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,36286814
476,Mihailo Ristić,rs SRB,DFMF,Celta Vigo,27,1995,12,9,808,9.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,ea0aa7e0
477,Gorka Rivera Alonso,es ESP,DF,Getafe,18,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f1124008
478,Sergi Roberto,es ESP,MFDF,Barcelona,31,1992,14,10,860,9.6,3,2,5,3,0,0,4,0,0.31,0.21,0.52,0.31,0.52,Matches,335fa267
479,Lucas Robertone,ar ARG,MF,Almería,26,1997,33,29,2381,26.5,0,5,5,0,0,0,11,0,0.00,0.19,0.19,0.00,0.19,Matches,a8981944
480,Marc Roca,es ESP,MF,Real Betis,26,1996,26,24,1980,22.0,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,Matches,da27e268
481,Sergio Rodelas,es ESP,MFFW,Granada,18,2004,3,2,122,1.4,0,1,1,0,0,0,0,0,0.00,0.74,0.74,0.00,0.74,Matches,2c9e6bc3
482,Rodri,es ESP,MF,Real Betis,23,2000,29,9,1051,11.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85bed4ee
483,Álvaro Rodríguez,uy URU,FW,Real Madrid,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,49a6ecbb
484,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,25,1998,24,9,967,10.7,2,1,3,2,0,0,9,0,0.19,0.09,0.28,0.19,0.28,Matches,19709006
485,Damián Rodríguez,es ESP,MF,Celta Vigo,20,2003,5,3,258,2.9,0,2,2,0,0,0,1,0,0.00,0.70,0.70,0.00,0.70,Matches,22371dee
486,Dani Rodríguez,es ESP,MF,Mallorca,35,1988,36,31,2615,29.1,2,4,6,2,0,0,9,0,0.07,0.14,0.21,0.07,0.21,Matches,70f8e0bd
487,Guido Rodríguez,ar ARG,MF,Real Betis,29,1994,24,22,1846,20.5,2,0,2,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches,34e393f2
488,Kirian Rodríguez,es ESP,MF,Las Palmas,27,1996,37,36,3211,35.7,6,2,8,6,0,0,8,0,0.17,0.06,0.22,0.17,0.22,Matches,9b130479
489,Miguel Rodríguez,es ESP,MF,Celta Vigo,20,2003,15,2,300,3.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,958d67bb
490,Rodrygo,br BRA,FW,Real Madrid,22,2001,34,28,2380,26.4,10,5,15,10,0,1,2,0,0.38,0.19,0.57,0.38,0.57,Matches,8f5e92a6
491,Carlos Romero,es ESP,DF,Villarreal,21,2001,7,2,262,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,23cbf863
492,Isaac Romero,es ESP,FW,Sevilla,23,2000,14,14,1039,11.5,4,4,8,4,0,0,2,0,0.35,0.35,0.69,0.35,0.69,Matches,be719093
493,Luka Romero,ar ARG,MF,Almería,18,2004,13,5,438,4.9,3,0,3,3,0,0,2,0,0.62,0.00,0.62,0.62,0.62,Matches,ca6edaa0
494,Oriol Romeu,es ESP,MF,Barcelona,31,1991,28,11,936,10.4,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,4b511457
495,Unai Ropero,es ESP,FW,Alavés,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7868c973
496,Vitor Roque,br BRA,FW,Barcelona,18,2005,14,2,328,3.6,2,0,2,2,0,0,4,1,0.55,0.00,0.55,0.55,0.55,Matches,cb00f1e6
497,Antonio Rüdiger,de GER,DF,Real Madrid,30,1993,33,30,2709,30.1,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches,18b896d6
498,Javi Rueda,es ESP,DFMF,Celta Vigo,21,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9ace87ba
499,Aitor Ruibal,es ESP,DFMF,Real Betis,27,1996,18,11,1017,11.3,2,1,3,2,0,0,5,0,0.18,0.09,0.27,0.18,0.27,Matches,a55d8df5
500,Sergio Ruiz,es ESP,MF,Granada,28,1994,35,30,2494,27.7,0,4,4,0,0,0,9,0,0.00,0.14,0.14,0.00,0.14,Matches,1f423a54
501,Youssouf Sabaly,sn SEN,DF,Real Betis,30,1993,12,12,1046,11.6,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,fbbb9269
502,Umar Sadiq,ng NGA,FW,Real Sociedad,26,1997,26,12,1077,12.0,3,1,4,3,0,0,4,0,0.25,0.08,0.33,0.25,0.33,Matches,686cbe7d
503,Pablo Saenz,es ESP,MF,Granada,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f9ef1a8
504,Kike Salas,es ESP,DF,Sevilla,21,2002,23,19,1605,17.8,3,0,3,3,0,0,10,0,0.17,0.00,0.17,0.17,0.17,Matches,0a69de7b
505,Salvi,es ESP,MF,Rayo Vallecano,32,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,405f267a
506,Diadie Samassékou,ml MLI,MF,Cádiz,27,1996,4,0,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,08593525
507,Fede San Emeterio,es ESP,MF,Cádiz,26,1997,4,3,152,1.7,1,0,1,1,0,0,1,1,0.59,0.00,0.59,0.59,0.59,Matches,efecd633
508,Oihan Sancet,es ESP,MF,Athletic Club,23,2000,30,25,1975,21.9,4,5,9,4,0,1,5,2,0.18,0.23,0.41,0.18,0.41,Matches,bdb624a3
509,Antonio Sánchez,es ESP,MF,Mallorca,26,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25,Matches,a254bbe0
510,Juanlu Sánchez,es ESP,DFMF,Sevilla,19,2003,26,11,1181,13.1,0,2,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,cc6de655
511,Manu Sánchez,es ESP,DFMF,Celta Vigo,22,2000,26,20,1775,19.7,0,5,5,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25,Matches,ffacd3d5
512,Ricard Sánchez,es ESP,DF,Granada,23,2000,33,25,2295,25.5,3,0,3,3,0,0,8,0,0.12,0.00,0.12,0.12,0.12,Matches,fce521d7
513,Yellu Santiago,es ESP,MF,Getafe,19,2004,14,8,656,7.3,1,0,1,1,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches,bc49fd34
514,Paco Sanz,es ESP,DF,Almería,18,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b7aa8fd8
515,Stefan Savić,me MNE,DF,Atlético Madrid,32,1991,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,f6ac68c1
516,Sávio,br BRA,MFFW,Girona,19,2004,37,35,2976,33.1,9,10,19,9,0,0,5,0,0.27,0.30,0.57,0.27,0.57,Matches,fe6e7156
517,Aleksandar Sedlar,rs SRB,DF,Alavés,31,1991,11,11,946,10.5,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches,a35134ae
518,André Silva,pt POR,FW,Real Sociedad,27,1995,19,9,729,8.1,3,0,3,2,1,1,1,0,0.37,0.00,0.37,0.25,0.25,Matches,3effaa34
519,Rui Silva,pt POR,GK,Real Betis,29,1994,28,28,2475,27.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,ea83bfa6
520,Giuliano Simeone,ar ARG,MF,Alavés,20,2002,14,6,630,7.0,1,2,3,1,0,1,1,0,0.14,0.29,0.43,0.14,0.43,Matches,a6536561
521,Unai Simón,es ESP,GK,Athletic Club,26,1997,36,36,3182,35.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5dcf3e90
522,Daley Sinkgraven,nl NED,DF,Las Palmas,28,1995,10,6,374,4.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,73000a79
523,Jailson Siqueira,br BRA,DFMF,Celta Vigo,27,1995,14,9,897,10.0,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,b4819112
524,Antonio Sivera,es ESP,GK,Alavés,26,1996,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,9970da54
525,Rubén Sobrino,es ESP,MFFW,Cádiz,31,1992,32,18,1646,18.3,0,1,1,0,0,0,8,1,0.00,0.05,0.05,0.00,0.05,Matches,19b776e9
526,Alex Sola,es ESP,DFFW,Real Sociedad,24,1999,2,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5fa714d5
527,Alex Sola,es ESP,MF,Alavés,24,1999,29,14,1262,14.0,0,3,3,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches,5fa714d5
528,Jhon Solis,co COL,MF,Girona,18,2004,18,2,384,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1282939a
529,David Soria,es ESP,GK,Getafe,30,1993,38,38,3413,37.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,8f8c6934
530,Alberto Soro,es ESP,FWMF,Granada,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,452c3055
531,Hugo Sotelo,es ESP,MF,Celta Vigo,19,2003,17,8,721,8.0,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,3aa74860
532,Boubakary Soumaré,fr FRA,MF,Sevilla,24,1999,28,26,2286,25.4,0,1,1,0,0,0,10,0,0.00,0.04,0.04,0.00,0.04,Matches,ae59b359
533,Djibril Sow,ch SUI,MF,Sevilla,26,1997,24,18,1460,16.2,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,Matches,4c6facae
534,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,27,1996,6,1,114,1.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,21166ff4
535,Carl Starfelt,se SWE,DF,Celta Vigo,28,1995,27,26,2216,24.6,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,5cfec13d
536,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,23,2000,37,36,2863,31.8,13,3,16,13,0,0,5,0,0.41,0.09,0.50,0.41,0.50,Matches,f553b2b3
537,Cristhian Stuani,uy URU,FW,Girona,36,1986,31,5,804,8.9,9,3,12,9,0,0,6,0,1.01,0.34,1.34,1.01,1.34,Matches,220c11f1
538,Álex Suárez,es ESP,DF,Las Palmas,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches,9c137b36
539,Damián Suárez,uy URU,DF,Getafe,35,1988,16,15,1299,14.4,0,2,2,0,0,0,7,1,0.00,0.14,0.14,0.00,0.14,Matches,ba5004e1
540,Denis Suárez,es ESP,MF,Villarreal,29,1994,4,1,133,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,12c50af5
541,Luis Suárez,co COL,FWMF,Almería,25,1997,15,10,917,10.2,6,0,6,5,1,1,3,0,0.59,0.00,0.59,0.49,0.49,Matches,eeba07f8
542,Suso,es ESP,MF,Sevilla,29,1993,29,15,1517,16.9,1,4,5,1,0,0,5,1,0.06,0.24,0.30,0.06,0.30,Matches,4e219ad2
543,Max Svensson,es ESP,FW,Osasuna,21,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cf603737
544,Williot Swedberg,se SWE,FW,Celta Vigo,19,2004,15,4,439,4.9,5,0,5,5,0,0,1,0,1.03,0.00,1.03,1.03,1.03,Matches,184fe4b2
545,Mamadou Sylla,sn SEN,FW,Alavés,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e5ec95f8
546,Alexander Sørloth,no NOR,FW,Villarreal,27,1995,34,30,2489,27.7,23,6,29,23,0,0,3,0,0.83,0.22,1.05,0.83,1.05,Matches,e92cd3f7
547,Yassin Tallal,es ESP,MF,Getafe,18,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8388ba65
548,Renato Tapia,pe PER,MFDF,Celta Vigo,28,1995,21,15,1337,14.9,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,34269bdf
549,César Tárrega,es ESP,DF,Valencia,21,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59c29820
550,Marciano Tchami,gw GNB,FW,Almería,19,2004,6,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,19a5c0b6
551,Aurélien Tchouaméni,fr FRA,MFDF,Real Madrid,23,2000,27,22,1987,22.1,3,1,4,3,0,0,7,0,0.14,0.05,0.18,0.14,0.18,Matches,4f255115
552,Nahuel Tenaglia,ar ARG,DF,Alavés,27,1996,25,11,1141,12.7,1,0,1,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches,66654daa
553,Marc-André ter Stegen,de GER,GK,Barcelona,31,1992,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,6f51e382
554,Ramón Terrats,es ESP,MF,Villarreal,22,2000,19,6,785,8.7,0,2,2,0,0,0,4,0,0.00,0.23,0.23,0.00,0.23,Matches,f36016a5
555,Kieran Tierney,sct SCO,DF,Real Sociedad,26,1997,20,14,1238,13.8,0,2,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,fce2302c
556,Raúl de Tomás,es ESP,FW,Rayo Vallecano,28,1994,25,15,1272,14.1,1,2,3,0,1,1,5,0,0.07,0.14,0.21,0.00,0.14,Matches,02ef8778
557,Pablo Torre,es ESP,MF,Girona,20,2003,26,4,701,7.8,0,2,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,Matches,04e531b6
558,Raúl Torrente,es ESP,DF,Granada,21,2001,17,14,1250,13.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,4d753a3f
559,Ferran Torres,es ESP,FW,Barcelona,23,2000,29,12,1211,13.5,7,2,9,7,0,0,2,0,0.52,0.15,0.67,0.52,0.67,Matches,9e1035f8
560,Óliver Torres,es ESP,MF,Sevilla,28,1994,27,18,1616,18.0,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,58a9a4d9
561,Lucas Torró,es ESP,MF,Osasuna,29,1994,28,21,1788,19.9,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,0e4fef6e
562,Bertrand Traoré,bf BFA,MF,Villarreal,27,1995,11,6,568,6.3,1,0,1,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,Matches,c47541e0
563,Hamari Traoré,ml MLI,DF,Real Sociedad,31,1992,31,27,2292,25.5,0,2,2,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08,Matches,a4b1028a
564,Óscar Trejo,ar ARG,FWMF,Rayo Vallecano,35,1988,31,19,1380,15.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,fc647b34
565,Manu Trigueros,es ESP,MF,Villarreal,31,1991,14,2,309,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,963829d0
566,Viktor Tsyhankov,ua UKR,MF,Girona,25,1997,30,26,2052,22.8,8,7,15,8,0,0,0,0,0.35,0.31,0.66,0.35,0.66,Matches,f7e87032
567,Beñat Turrientes,es ESP,MF,Real Sociedad,21,2002,29,19,1687,18.7,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,068f4dec
568,Enes Ünal,tr TUR,FW,Getafe,26,1997,3,1,140,1.6,0,1,1,0,0,0,0,0,0.00,0.64,0.64,0.00,0.64,Matches,f8eca1b6
569,Myrto Uzuni,al ALB,FWMF,Granada,28,1995,34,28,2448,27.2,11,1,12,7,4,5,3,0,0.40,0.04,0.44,0.26,0.29,Matches,01da7812
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,28,1994,34,32,2692,29.9,1,0,1,1,0,0,7,1,0.03,0.00,0.03,0.03,0.03,Matches,592f3158
571,Martin Valjent,sk SVK,DF,Mallorca,27,1995,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,f2c6ac01
572,Jesús Vallejo,es ESP,DF,Granada,26,1997,3,1,108,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c2111b45
573,Álvaro Vallés,es ESP,GK,Las Palmas,26,1997,37,37,3263,36.3,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,0166a73e
574,Federico Valverde,uy URU,MF,Real Madrid,25,1998,37,33,2904,32.3,2,7,9,2,0,0,2,0,0.06,0.22,0.28,0.06,0.28,Matches,0959c2a2
575,Siebe Van Der Heyden,be BEL,DF,Mallorca,25,1998,6,4,286,3.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,cf9bdd43
576,José Luis García Vayá,es ESP,MF,Valencia,24,1998,37,37,3302,36.7,7,1,8,0,7,8,4,0,0.19,0.03,0.22,0.00,0.03,Matches,27dc1378
577,Borja Vázquez,es ESP,FW,Cádiz,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8c6d0e32
578,Jesus Vazquez,es ESP,DF,Valencia,20,2003,20,6,716,8.0,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,106c142c
579,Kevin Vázquez,es ESP,DF,Celta Vigo,30,1993,12,10,700,7.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,ee923664
580,Lucas Vázquez,es ESP,DF,Real Madrid,32,1991,29,14,1419,15.8,3,6,9,3,0,0,0,0,0.19,0.38,0.57,0.19,0.57,Matches,fd51b456
581,Gabriel Veiga,es ESP,MF,Celta Vigo,21,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,35a6e5c7
582,Alejo Véliz,ar ARG,FW,Sevilla,19,2003,6,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f7bafbe
583,Arthur Vermeeren,be BEL,MF,Atlético Madrid,18,2005,5,2,162,1.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,722494dc
584,Mikel Vesga,es ESP,MF,Athletic Club,30,1993,27,18,1534,17.0,3,1,4,1,2,2,2,0,0.18,0.06,0.23,0.06,0.12,Matches,b0fce72c
585,Carlos Vicente,es ESP,MF,Alavés,24,1999,18,12,1114,12.4,2,4,6,2,0,0,1,0,0.16,0.32,0.48,0.16,0.48,Matches,90df343e
586,Nacho Vidal,es ESP,DF,Osasuna,28,1995,7,0,96,1.1,1,0,1,1,0,0,0,0,0.94,0.00,0.94,0.94,0.94,Matches,3a9c4b7b
587,Nacho Vidal,es ESP,DF,Mallorca,28,1995,8,5,416,4.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3a9c4b7b
588,Fran Vieites,es ESP,GK,Real Betis,24,1999,4,3,315,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ae958ab
589,Jonathan Viera,es ESP,MFFW,Las Palmas,33,1989,9,7,617,6.9,2,1,3,0,2,2,1,0,0.29,0.15,0.44,0.00,0.15,Matches,efa708aa
590,Jonathan Viera,es ESP,MF,Almería,33,1989,12,12,912,10.1,0,3,3,0,0,0,3,1,0.00,0.30,0.30,0.00,0.30,Matches,efa708aa
591,Toni Villa,es ESP,MF,Girona,28,1995,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,636eae97
592,Asier Villalibre,es ESP,FW,Athletic Club,25,1997,18,4,513,5.7,2,1,3,2,0,0,0,0,0.35,0.18,0.53,0.35,0.53,Matches,57be54ec
593,Gonzalo Villar,es ESP,MF,Granada,25,1998,35,21,1803,20.0,1,3,4,1,0,0,7,0,0.05,0.15,0.20,0.05,0.20,Matches,bdc74a8f
594,Iván Villar,es ESP,GK,Celta Vigo,26,1997,12,12,1014,11.3,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,Matches,cde52ef5
595,Ricardo Visus,es ESP,DF,Real Betis,22,2001,3,1,166,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7016332f
596,Daniel Vivian,es ESP,DF,Athletic Club,24,1999,33,31,2878,32.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,ab7bf91d
597,Shon Weissman,il ISR,FW,Granada,27,1996,5,0,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,379dc075
598,Iñaki Williams,gh GHA,MF,Athletic Club,29,1994,34,32,2844,31.6,12,3,15,12,0,0,4,0,0.38,0.09,0.47,0.38,0.47,Matches,6a99e0b1
599,Nico Williams,es ESP,MF,Athletic Club,21,2002,31,29,2263,25.1,5,11,16,5,0,0,6,1,0.20,0.44,0.64,0.20,0.64,Matches,afdc14d7
600,Axel Witsel,be BEL,DF,Atlético Madrid,34,1989,35,30,2783,30.9,2,0,2,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,5dfc6ad5
601,Xeber,es ESP,MFFW,Alavés,26,1997,10,3,302,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d2c8aacc
602,Antal Yaakobishvili,hu HUN,DF,Girona,19,2004,1,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cd59a7e6
603,Lamine Yamal,es ESP,FWMF,Barcelona,16,2007,37,22,2201,24.5,5,5,10,5,0,0,3,0,0.20,0.20,0.41,0.20,0.41,Matches,82ec26c1
604,Roman Yaremchuk,ua UKR,FW,Valencia,27,1995,25,11,928,10.3,3,0,3,3,0,0,2,0,0.29,0.00,0.29,0.29,0.29,Matches,cb641b9d
605,Arsen Zakharyan,ru RUS,MFFW,Real Sociedad,20,2003,29,15,1228,13.6,1,2,3,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,Matches,7f14ec2a
606,Joseba Zaldúa,es ESP,DFMF,Cádiz,31,1992,13,9,704,7.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,5ca20b7a
607,Bryan Zaragoza,es ESP,MFFW,Granada,21,2001,21,18,1638,18.2,6,2,8,5,1,1,5,0,0.33,0.11,0.44,0.27,0.38,Matches,a96103b2
608,Igor Zubeldia,es ESP,DF,Real Sociedad,26,1997,30,29,2518,28.0,0,2,2,0,0,0,11,1,0.00,0.07,0.07,0.00,0.07,Matches,5c7845f6
609,Martín Zubimendi,es ESP,MF,Real Sociedad,24,1999,31,29,2654,29.5,4,1,5,4,0,0,5,0,0.14,0.03,0.17,0.14,0.17,Matches,3ee0dd59


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/12/2023-2024/stats/2023-2024-La-Liga-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_standard">View Original Table</a><br>Generated 7/28/2026.
